product_id,main_category,review_title,review_content,sentiment_score,sentiment_label
B096MSW6CT,Computers&Accessories,Good Product,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71rIggrbUCL._SY88.jpg,0.7,Positif
B096MSW6CT,Computers&Accessories,Working good,Working good,0.7,Positif
B096MSW6CT,Computers&Accessories,Good for the price,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61bKp9YO6wL._SY88.jpg,0.7,Positif
B096MSW6CT,Computers&Accessories,Good,Product,0.7,Positif
B096MSW6CT,Computers&Accessories,Worth for money,Very nice product,0.54,Positif
B096MSW6CT,Computers&Accessories,Working nice,Working well,0.6,Positif
B096MSW6CT,Computers&Accessories,it's a really nice product,It's a really nice product,0.6,Positif
B08HDJ86NZ,Computers&Accessories,Good product,Good product,0.7,Positif
B08HDJ86NZ,Computers&Accessories,Good one,long wire,0.325,Positif
B08HDJ86NZ,Computers&Accessories,Nice,Charges good,0.65,Positif
B08HDJ86NZ,Computers&Accessories,Really nice product,Nice,0.6,Positif
B08HDJ86NZ,Computers&Accessories,Very first time change,I bought this cable for Rs.339 worthy product for this price,0.3292,Positif
B08HDJ86NZ,Computers&Accessories,Good,i tested it in various charger adapters 33w and 18w it supports fast charging as well.,0.3,Positif
B08HDJ86NZ,Computers&Accessories,Fine product but could be better,Good,0.5389,Positif
B08HDJ86NZ,Computers&Accessories,Very nice it's charging like jet,Ok,0.64,Positif
B08HDJ86NZ,Computers&Accessories,,I had got this at good price on sale on Amazon and product is useful with warranty but for warranty you need to go very far not practical for such a cost and mine micro to type c connector stopped working after few days only.,0.155,Positif
B08HDJ86NZ,Computers&Accessories,,I like this product,0.0,Neutre
B08CF3B7N1,Computers&Accessories,As good as original,Bought this instead of original apple,0.4833,Positif
B08CF3B7N1,Computers&Accessories,Decent,does the work for 150rs,0.1667,Positif
B08CF3B7N1,Computers&Accessories,Good one for secondary use,not as fast as apple charger but its a good option if you want cheap and good product,0.4,Positif
B08CF3B7N1,Computers&Accessories,Best quality,bought it for iPad pro 10.5 and it's working flawlessly,1.0,Positif
B08CF3B7N1,Computers&Accessories,GOOD,build quality is ok,0.6,Positif
B08CF3B7N1,Computers&Accessories,Amazing product at a mind blowing price!,its not like i am gonna hang my clothes on it and i want a very strong cable,0.6567,Positif
B08CF3B7N1,Computers&Accessories,Nice Quality,even a braided cable stop working after a year,0.6,Positif
B08CF3B7N1,Computers&Accessories,Good product,i have used both Anker and Apple store strong braided cable they all stop working after a year so please don't buy high end cables just for that instead choose a this one and even if it's stops working withing a year you only loose 150rs compares to 2000rs.UPDATE------------------------------------pin has stopped charging from one side,0.2433,Positif
B08CF3B7N1,Computers&Accessories,,now i have to slip the pin to charge from other side,-0.125,Negatif
B08CF3B7N1,Computers&Accessories,,but i will update and let know for how long does it work,-0.05,Neutre
B08CF3B7N1,Computers&Accessories,,It’s good. Not sure about durability as the pin area feels a bit fragile,0.15,Positif
B08CF3B7N1,Computers&Accessories,,Does not support apple carplaySo was little disappointed about thatOther than that cable is made up of very good quality,-0.0092,Neutre
B08CF3B7N1,Computers&Accessories,,Best to buy,1.0,Positif
B08CF3B7N1,Computers&Accessories,,100% NOT FATHFUL,0.0,Neutre
B08CF3B7N1,Computers&Accessories,,Writing this review post 10 months and 3 orders of the same product.Honestly Portronics Konnect L lightning cable works like magic with the original Apple charging brick.Seeing the price of the cable I initially hesitated buying as it was as low as ₹99/- with the offers and so I wasn’t sure if it would work well with my iPhone 12 or whether it would impact my iPhone’s battery health because all the other lightning cable brands were costing over ₹350/- like Wayona,0.1688,Positif
B08CF3B7N1,Computers&Accessories,,Amazon Basics,0.0,Neutre
B08CF3B7N1,Computers&Accessories,,etc.Earlier I was using Wayona Brand lightning cable with eventually frayed and stopped working.Charging Speed:Charges my iPhone fast enough almost similar compared to the original cable level when used with 12W Original Apple power adapter.Quality and Durability:Great quality braided cable and doesn’t tangle easily and can withstand day-to-day usage.L-Shaped pin:This is very innovative by Portronics and it makes sure the cable doesn’t get damaged even if used while charging.CarPlay and Data Sync:Works smoothly with CarPlay and syncs data effortlessly.PS: I have used this cable only with the Original Apple Charging Brick and extremely satisfied with its performance.,0.3174,Positif
B08CF3B7N1,Computers&Accessories,,Better than I expect the product I like that Quality and I plan to buy same type cable come with usb C to Lighting cable for emergency purpose that much I love this cable. Buy for this cable only emergency uses only since Good one,0.2833,Positif
B08CF3B7N1,Computers&Accessories,,Good product and value for money,0.7,Positif
B08Y1TFSP6,Computers&Accessories,It's pretty good,It's a good product.,0.55,Positif
B08Y1TFSP6,Computers&Accessories,Average quality,Like,-0.15,Negatif
B08Y1TFSP6,Computers&Accessories,very good and useful usb cable,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer,0.5707,Positif
B08Y1TFSP6,Computers&Accessories,Good USB cable. My experience was very good it is long lasting,https://m.media-amazon.com/images/I/51112ZRE-1L._SY88.jpg,0.39,Positif
B08Y1TFSP6,Computers&Accessories,Good,Good,0.7,Positif
B08Y1TFSP6,Computers&Accessories,Nice product and useful,Nice product and useful product,0.45,Positif
B08Y1TFSP6,Computers&Accessories,-,-,0.0,Neutre
B08Y1TFSP6,Computers&Accessories,Sturdy but does not support 33w charging,Sturdy but does not support 33w charging,0.0,Neutre
B08WRWPM22,Computers&Accessories,Long durable.,Build quality is good and it is comes with 2 year warranty.,0.325,Positif
B08WRWPM22,Computers&Accessories,good,Good Product,0.7,Positif
B08WRWPM22,Computers&Accessories,Does not charge Lenovo m8 tab,Bought it for charging my mobile & tab but it doesn't work for Lenovo m8 tab,0.0,Neutre
B08WRWPM22,Computers&Accessories,Best charging cable,Guys this cable is is best compare of everyone over heat protection,1.0,Positif
B08WRWPM22,Computers&Accessories,good,quickly charging,0.5167,Positif
B08WRWPM22,Computers&Accessories,Boat,but chance to shock circuit,0.0,Neutre
B08WRWPM22,Computers&Accessories,Product was good,good,0.7,Positif
B08WRWPM22,Computers&Accessories,1.5 m का केबल मेरे लिए बहुत ही लाभदायक है ।,Nice,0.6,Positif
B08WRWPM22,Computers&Accessories,,Good quality,0.7,Positif
B08WRWPM22,Computers&Accessories,,1.5एम का डाटा केबल मेरे लिए बहुत ही लाभदायक है ।  मैं इस केबल को लाइन में चार्ज करते समय फोन बहुत आराम से उपयोग  कर पा रहा हु । आप इस केबल से 15watt का  चार्जर उसे कर सकते है (इससे जड़ा नही) । लोकल बाजार में इसका दाम 150 है,0.0,Neutre
B08WRWPM22,Computers&Accessories,,अमेजन पे ये केबल मुझे 67 में मिला । गर्व से कहो हम हिंदू है,0.0,Neutre
B08WRWPM22,Computers&Accessories,,जय हिंद जय भारत,0.0,Neutre
B08DDRGWTJ,Computers&Accessories,Worth for money - suitable for Android auto,Worth for money - suitable for Android auto... my purpose served in car....got it for Rs.150,0.425,Positif
B08DDRGWTJ,Computers&Accessories,Good Product,Everything is Okay. But packaging is not good feeling like seller gave is used cable.,0.2833,Positif
B08DDRGWTJ,Computers&Accessories,Length,Good product,0.7,Positif
B08DDRGWTJ,Computers&Accessories,Nice,Good product but cost is more.,0.6,Positif
B08DDRGWTJ,Computers&Accessories,Original,Original cable,0.375,Positif
B08DDRGWTJ,Computers&Accessories,Very good quay Cable support fast charging.,I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.,0.7033,Positif
B08DDRGWTJ,Computers&Accessories,Original MI cable for charging upto 33 watt,Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.,0.2396,Positif
B08DDRGWTJ,Computers&Accessories,I am veri happy with this product as it provide turbo charging.,It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.,0.8,Positif
B008IFXQFU,Computers&Accessories,Works on linux for me. Get the model with antenna.,I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22,0.1,Positif
B008IFXQFU,Computers&Accessories,Does what it say but other brands available at lesser price,it worked out of the box in both,0.0917,Positif
B008IFXQFU,Computers&Accessories,Easy Handle,didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,0.2611,Positif
B008IFXQFU,Computers&Accessories,Great product,The wifi dongle is a simple plug & play device,0.4,Positif
B008IFXQFU,Computers&Accessories,Perfect working,will start catching available networks right after you plug it into your USB port,0.5714,Positif
B008IFXQFU,Computers&Accessories,Speed is perfect,no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing,0.3536,Positif
B008IFXQFU,Computers&Accessories,Great Design,hence a star less.,0.3167,Positif
B008IFXQFU,Computers&Accessories,Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times,0.325,Positif
B008IFXQFU,Computers&Accessories,Connectivity Range,also depends on your modem or cellular connection*Issues occur while installing via CD,0.0,Neutre
B008IFXQFU,Computers&Accessories,Packaging and other features but no linux support since v2,which is available along with the product( Installation driver can be downloaded from TP-Link site)*Needed to reconnect the adapter every time system is turned ON*Will not work if your software has some issues,0.1375,Positif
B008IFXQFU,Computers&Accessories,Very good,so encountered any just update your system(worked for me)*Support Center is worse,0.1367,Positif
B008IFXQFU,Computers&Accessories,,calls are unattended most of the times or just visit nearby storeConclusion:Brought this @499/-Ideal for users who don't need very high speed internet usage,0.354,Positif
B008IFXQFU,Computers&Accessories,,a good alternative for USB Tethering and are on Budge(1080p Youtube videos can be easily played with this without any interruptions),0.5667,Positif
B008IFXQFU,Computers&Accessories,,wifi connectivity is a great good result for me. however,0.75,Positif
B008IFXQFU,Computers&Accessories,,some jitter problems did exist.,0.0,Neutre
B008IFXQFU,Computers&Accessories,,This is perfect device to connect wifi. Go for it.,1.0,Positif
B008IFXQFU,Computers&Accessories,,This wifi adopter is good working,0.7,Positif
B008IFXQFU,Computers&Accessories,,(Pictures attached)Size/Design:  ★ ★ ★ ★ ★Build Quality: ★ ★ ★ ★ ★Packaging:  ★ ★ ★ ★ ★Software:  ★ ★ ★ ★Speed:  ★ ★ ★ ★ ★Connectivity:  ★ ★ ★ ★ ★Experience:  ★ ★ ★ ★ ★Warranty:  ★ ★ ★ ★ ★Size and Design:The best part about this is that it is very compact in size and very sober and elegant in design. This is a big plus as it is easy plug in and use,0.3772,Positif
B008IFXQFU,Computers&Accessories,,add to it the good sober design.Build Quality:The build quality is undoubtedly superb. Just no qualms about that,0.6,Positif
B008IFXQFU,Computers&Accessories,,at all. When held,0.0,Neutre
B008IFXQFU,Computers&Accessories,,it doesnt give off that cheap and flimsy product-like feeling. It is good sturdy with its build quality.Packaging:This part is also a big plus as the item was well cushioned and packaged with all the necessary items that ensured that no damage could have been caused to the product during transportation. This ensures that I as a customer have received something not damaged internally already.Software:This is actually good but not great part with the product.The good part is that a CD has been provided with it along with a manual.The not great part is that NO LINUX SUPPORT has been given from Version 2 onwards. This is bad,0.1,Positif
B008IFXQFU,Computers&Accessories,,really.Speed:It easily supports net speeds upto 300 Mbps. Practically speaking,0.2167,Positif
B008IFXQFU,Computers&Accessories,,I have tested it at my home and it easily supports net speed of over 100-150 Mbps without a sigh.On testing I found that it did connect to 5GHz network,0.2167,Positif
B008IFXQFU,Computers&Accessories,,without any issue.Connectivity:Please mark its not feet its metres. Multiply metres x 3 to get the distance in feet.It easily connects to my laptop or phone from 7 metres across one room. So thats 21 feet. I mean even our old bluetooth used to connect to about 15 ft.So 20-25 feet is not at all an issue with this. This is the big plus I found with the product.Experience:From this point of view,0.0442,Neutre
B008IFXQFU,Computers&Accessories,,so far except the linux non-compatibility issue,0.1,Positif
B008IFXQFU,Computers&Accessories,,I found no other flaws with this product.So overall its a great product.Warranty:Its 3 years so I am assured that atleast for 3 years I am tension-free and not just 1 year,0.2875,Positif
B008IFXQFU,Computers&Accessories,,contrary to most electronic items today that only provide 1 year warranty with their items.,0.25,Positif
B008IFXQFU,Computers&Accessories,,Best adapter I have bought ever. Works nicely seemless connectivity,0.8,Positif
B082LZGK39,Computers&Accessories,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,0.4467,Positif
B082LZGK39,Computers&Accessories,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,0.4452,Positif
B082LZGK39,Computers&Accessories,Super cable,Value for money,0.3333,Positif
B082LZGK39,Computers&Accessories,As,with extra length👍,0.0,Neutre
B082LZGK39,Computers&Accessories,Good quality,Good,0.7,Positif
B082LZGK39,Computers&Accessories,Good product,working fine,0.5583,Positif
B082LZGK39,Computers&Accessories,its good,Product quality is good,0.7,Positif
B082LZGK39,Computers&Accessories,Good quality for the price but one issue with my unit,Good,0.7,Positif
B082LZGK39,Computers&Accessories,,very good,0.91,Positif
B082LZGK39,Computers&Accessories,,Bought for my daughter's old phone.Brand new cable it was not charging,0.1182,Positif
B082LZGK39,Computers&Accessories,,I already repacked and requested for replacement.I checked again,0.0,Neutre
B082LZGK39,Computers&Accessories,,and there was some green colour paste/fungus inside the micro USB connector. I cleaned with an alcoholic and starts working again.Checked the ampere of charging speed got around 1400ma-1500ma - not bad,-0.0333,Neutre
B082LZGK39,Computers&Accessories,,came with braided 1.5m long cable,-0.05,Neutre
B082LZGK39,Computers&Accessories,,pretty impressive for the price.Can't blame the manufacturer.But quality issues by the distributor,0.625,Positif
B082LZGK39,Computers&Accessories,,they might have stored in very humid place.,0.2,Positif
B08CF3D7QR,Computers&Accessories,Good for fast charge but not for data transfer,The cable is efficient in fast charging but in quick data transfer. Overall fine.,0.3083,Positif
B08CF3D7QR,Computers&Accessories,Good cable compares to local the brand.,I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.,0.35,Positif
B08CF3D7QR,Computers&Accessories,good but doesnt last,i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design,0.1767,Positif
B08CF3D7QR,Computers&Accessories,Good product,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter,0.2833,Positif
B08CF3D7QR,Computers&Accessories,Good Product,Car charger,0.7,Positif
B08CF3D7QR,Computers&Accessories,Good and worth it,USB,0.5,Positif
B08CF3D7QR,Computers&Accessories,very good material quality charging speed is 15 watt,The product is really good at affordable price.,0.805,Positif
B08CF3D7QR,Computers&Accessories,Not a fast charger,Good and fast charging,0.2667,Positif
B08CF3D7QR,Computers&Accessories,,and value for money,0.0,Neutre
B08CF3D7QR,Computers&Accessories,,பொருள் உடைய கடினத்தன்மையின் நன்றாக உள்ளது சார்ஜ் ஏறும் வேகம் 15wat,0.0,Neutre
B08CF3D7QR,Computers&Accessories,,Not a fast charger.  Very slow charging with 65w.  L-shape pin is very useful.,-0.0333,Neutre
B0789LZTCJ,Computers&Accessories,Good product,Good product,0.7,Positif
B0789LZTCJ,Computers&Accessories,Good one,long wire,0.325,Positif
B0789LZTCJ,Computers&Accessories,Nice,Charges good,0.65,Positif
B0789LZTCJ,Computers&Accessories,Really nice product,Nice,0.6,Positif
B0789LZTCJ,Computers&Accessories,Very first time change,I bought this cable for Rs.339 worthy product for this price,0.3292,Positif
B0789LZTCJ,Computers&Accessories,Good,i tested it in various charger adapters 33w and 18w it supports fast charging as well.,0.3,Positif
B0789LZTCJ,Computers&Accessories,Fine product but could be better,Good,0.5389,Positif
B0789LZTCJ,Computers&Accessories,Very nice it's charging like jet,Ok,0.64,Positif
B0789LZTCJ,Computers&Accessories,,I had got this at good price on sale on Amazon and product is useful with warranty but for warranty you need to go very far not practical for such a cost and mine micro to type c connector stopped working after few days only.,0.155,Positif
B0789LZTCJ,Computers&Accessories,,I like this product,0.0,Neutre
B07KSMBL2H,Electronics,It's quite good and value for money,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.,0.3643,Positif
B07KSMBL2H,Electronics,Works well,Initial impressions: works as said,0.0,Neutre
B07KSMBL2H,Electronics,Hdmi cable,glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up,0.5,Positif
B07KSMBL2H,Electronics,Value for money,The hdmi cable is good to watch movie,0.7,Positif
B07KSMBL2H,Electronics,All good,sports and its gives better quality while connecting your laptop with TV and play 🎮.I loved it,0.6333,Positif
B07KSMBL2H,Electronics,Gets the job done,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.,0.2125,Positif
B07KSMBL2H,Electronics,Delivery was good,All good,0.7,Positif
B07KSMBL2H,Electronics,This one was my need to purchase,It's the best HDMI cable at this price range. No problems yet. Just go for it !!,1.0,Positif
B07KSMBL2H,Electronics,,I was expecting this to be delivered on time and it was delivered on time.Product is good as i have tried other cables and wires from Amazon basica brand.,0.2875,Positif
B07KSMBL2H,Electronics,,Good one,0.7,Positif
B085DTN6R2,Computers&Accessories,Works,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdy,0.305,Positif
B085DTN6R2,Computers&Accessories,Nice Product,Worth it,0.45,Positif
B085DTN6R2,Computers&Accessories,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise,0.085,Positif
B085DTN6R2,Computers&Accessories,Good for data transfer,this cable actually works and has fast charging. JUST GO FOR IT,0.3,Positif
B085DTN6R2,Computers&Accessories,Average. Cost effective,Felt quite sturdy,0.225,Positif
B085DTN6R2,Computers&Accessories,Good quality,the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app,0.4492,Positif
B085DTN6R2,Computers&Accessories,Great Product,all my data including whatsapp data was transferred successfully. Satisfied with performance.,0.65,Positif
B085DTN6R2,Computers&Accessories,Nice,Just good,0.65,Positif
B085DTN6R2,Computers&Accessories,,Quality is very goodWorking smoothly.. using same portronics pd charger,0.2,Positif
B085DTN6R2,Computers&Accessories,,This is a real fast charging cable that is serving the purpose,0.3,Positif
B085DTN6R2,Computers&Accessories,,Very good,0.91,Positif
B09KLVMZ3B,Computers&Accessories,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it,0.8,Positif
B09KLVMZ3B,Computers&Accessories,Worked well for 6 six months that’s it,Worked well for six months that’s it,0.0,Neutre
B09KLVMZ3B,Computers&Accessories,Compatible with Apple iPad 2nd generation and charging very well.,now it’s stopped working,0.1,Positif
B09KLVMZ3B,Computers&Accessories,CABLE,now planning to buy one more because the price has come down to 150,0.1722,Positif
B09KLVMZ3B,Computers&Accessories,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.,0.4296,Positif
B09KLVMZ3B,Computers&Accessories,Not a fast charging cable,Product is super,0.1167,Positif
B09KLVMZ3B,Computers&Accessories,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.,0.35,Positif
B09KLVMZ3B,Computers&Accessories,Amazing product and value for money,Takes 5-6 hours to charge full.,0.475,Positif
B09KLVMZ3B,Computers&Accessories,,Good item. Value,0.7,Positif
B09KLVMZ3B,Computers&Accessories,,It is the best product I have used till now.,1.0,Positif
B083342NKJ,Computers&Accessories,Good product,I like it 👍👍,0.7,Positif
B083342NKJ,Computers&Accessories,using this product 8months It is done  I have not faced any problem so far,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.,0.4333,Positif
B083342NKJ,Computers&Accessories,its build quality best,350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.,0.1562,Positif
B083342NKJ,Computers&Accessories,I really liked this one.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg,0.6,Positif
B083342NKJ,Computers&Accessories,Very strong and support fast charging,Best data cable charging fast,0.4908,Positif
B083342NKJ,Computers&Accessories,Nice cable,Very good quality and good durability,0.7367,Positif
B083342NKJ,Computers&Accessories,Best data cable charging fast,Overall good but need some improvement...,0.475,Positif
B083342NKJ,Computers&Accessories,Good job,,0.7,Positif
B083342NKJ,Computers&Accessories,Good but need some improvement,,0.7,Positif
B0B6F7LX4C,Electronics,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,0.71,Positif
B0B6F7LX4C,Electronics,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,0.4,Positif
B0B6F7LX4C,Electronics,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,-0.18,Negatif
B0B6F7LX4C,Electronics,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,0.8275,Positif
B0B6F7LX4C,Electronics,Good quality,https://m.media-amazon.com/images/I/61spXDbojZL._SY88.jpg,0.7,Positif
B0B6F7LX4C,Electronics,Great experience everything is fantastic 🤠,Greater then ever,0.5667,Positif
B0B6F7LX4C,Electronics,Super picture quality and sound quality,Good quality,0.4778,Positif
B0B6F7LX4C,Electronics,Awesome,Good 👍,0.85,Positif
B082LSVT4B,Computers&Accessories,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,0.4467,Positif
B082LSVT4B,Computers&Accessories,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,0.4452,Positif
B082LSVT4B,Computers&Accessories,Super cable,Value for money,0.3333,Positif
B082LSVT4B,Computers&Accessories,As,with extra length👍,0.0,Neutre
B082LSVT4B,Computers&Accessories,Good quality,Good,0.7,Positif
B082LSVT4B,Computers&Accessories,Good product,working fine,0.5583,Positif
B082LSVT4B,Computers&Accessories,its good,Product quality is good,0.7,Positif
B082LSVT4B,Computers&Accessories,Good quality for the price but one issue with my unit,Good,0.7,Positif
B082LSVT4B,Computers&Accessories,,very good,0.91,Positif
B082LSVT4B,Computers&Accessories,,Bought for my daughter's old phone.Brand new cable it was not charging,0.1182,Positif
B082LSVT4B,Computers&Accessories,,I already repacked and requested for replacement.I checked again,0.0,Neutre
B082LSVT4B,Computers&Accessories,,and there was some green colour paste/fungus inside the micro USB connector. I cleaned with an alcoholic and starts working again.Checked the ampere of charging speed got around 1400ma-1500ma - not bad,-0.0333,Neutre
B082LSVT4B,Computers&Accessories,,came with braided 1.5m long cable,-0.05,Neutre
B082LSVT4B,Computers&Accessories,,pretty impressive for the price.Can't blame the manufacturer.But quality issues by the distributor,0.625,Positif
B082LSVT4B,Computers&Accessories,,they might have stored in very humid place.,0.2,Positif
B08WRBG3XW,Computers&Accessories,Good for charging and Data transfer,Check for offera before buying,0.7,Positif
B08WRBG3XW,Computers&Accessories,ਮਜ਼ਬੂਤ,18w charging cable,0.0,Neutre
B08WRBG3XW,Computers&Accessories,Good Quality but less Power Delivery,Awesome cable!Charging,0.5111,Positif
B08WRBG3XW,Computers&Accessories,Fantastic!,data transfer and durability is simply awesome,0.75,Positif
B08WRBG3XW,Computers&Accessories,Good,and there is not a single disconnection issue,0.3679,Positif
B08WRBG3XW,Computers&Accessories,Not useful,which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy,0.1179,Positif
B08WRBG3XW,Computers&Accessories,Doesn't fit properly,i also have boat earphones that is also awesome..😄,0.2,Positif
B08WRBG3XW,Computers&Accessories,Can't support Oppo mobile for fast charging,Good,0.45,Positif
B08WRBG3XW,Computers&Accessories,,Charging is very slow. Forget about fast charging. Not useful at all,-0.1133,Negatif
B08WRBG3XW,Computers&Accessories,,Cable is not fit properly on my samsung galaxy m31 type C port. If little hit happens then cable is plug it out. Otherwise length and cable quality is very nice,0.0981,Positif
B08WRBG3XW,Computers&Accessories,,Boat type C cable doesn't support fast charging on Oppo F15,0.2,Positif
B08WRBG3XW,Computers&Accessories,,earlier i was using Vooc cable,0.0,Neutre
B08WRBG3XW,Computers&Accessories,,which worked excellent,1.0,Positif
B08DPLCM6T,Electronics,Sound quality,LG was always Good,0.55,Positif
